Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
5432; 109.33 ; 298.00 ; -0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.12 ; 0.27 ; -3.14 ; 0.24 ; 88.55
5559; 117.15 ; 314.00 ; -0.04 ; -0.39 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.21 ; -2.40 ; 0.24 ; 89.42
5690; 98.79 ; 313.00 ; 0.00 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.02 ; -2.87 ; 0.00 ; 90.00
5816; 110.63 ; 310.00 ; 0.04 ; -0.59 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.07 ; -3.59 ; -0.24 ; 91.47
5943; 99.13 ; 283.00 ; 0.04 ; -0.35 ; 9.41 ; 9.42 ; 0.06 ; -0.11 ; 0.07 ; -2.15 ; -0.24 ; 91.10
6070; 96.48 ; 302.00 ; 0.08 ; -0.35 ; 9.49 ; 9.50 ; 0.05 ; -0.11 ; -0.02 ; -2.13 ; -0.47 ; 89.33
6197; 95.77 ; 300.00 ; 0.04 ; -0.47 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.02 ; -2.89 ; -0.24 ; 88.73
6326; 95.87 ; 294.00 ; 0.00 ; -0.47 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; -0.01 ; -2.89 ; 0.00 ; 89.03
6452; 99.86 ; 277.00 ; 0.04 ; -0.43 ; 9.26 ; 9.27 ; 0.06 ; -0.11 ; 0.00 ; -2.67 ; -0.24 ; 90.13
6579; 104.44 ; 305.00 ; -0.04 ; -0.39 ; 9.30 ; 9.31 ; 0.05 ; -0.11 ; -0.00 ; -2.42 ; 0.24 ; 90.82
6706; 94.13 ; 291.00 ; 0.04 ; -0.51 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.01 ; -3.17 ; -0.24 ; 88.22
6832; 95.92 ; 281.00 ; 0.00 ; -0.35 ; 9.34 ; 9.30 ; 0.05 ; -0.11 ; 0.02 ; -2.17 ; 0.00 ; 90.00
6962; 91.18 ; 286.00 ; 0.04 ; -0.43 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; 0.03 ; -2.68 ; -0.24 ; 88.13
7088; 95.26 ; 308.00 ; 0.04 ; -0.43 ; 9.30 ; 9.31 ; 0.05 ; -0.11 ; 0.05 ; -2.66 ; -0.24 ; 88.13
7215; 88.12 ; 286.00 ; -0.08 ; -0.31 ; 9.26 ; 9.23 ; 0.05 ; -0.11 ; -0.05 ; -1.94 ; 0.49 ; 88.70
7342; 92.40 ; 277.00 ; 0.08 ; -0.67 ; 9.22 ; 9.24 ; 0.05 ; -0.10 ; -0.08 ; -4.14 ; -0.49 ; 86.75
7469; 93.42 ; 295.00 ; 0.08 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; -0.01 ; -3.14 ; -0.48 ; 86.25
7599; 90.05 ; 293.00 ; 0.08 ; -0.43 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; -0.01 ; -2.64 ; -0.48 ; 85.65
7725; 83.78 ; 272.00 ; 0.00 ; -0.39 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.06 ; -2.41 ; 0.00 ; 86.37
7849; 91.99 ; 287.00 ; 0.08 ; -0.47 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.02 ; -2.89 ; -0.48 ; 86.64
7976; 89.80 ; 304.00 ; 0.12 ; -0.51 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.08 ; -3.11 ; -0.72 ; 84.34
8102; 78.46 ; 293.00 ; 0.00 ; -0.43 ; 9.30 ; 9.23 ; 0.06 ; -0.11 ; 0.07 ; -2.66 ; 0.00 ; 85.92
8230; 83.97 ; 313.00 ; 0.00 ; -0.43 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -2.66 ; 0.00 ; 84.63
8355; 103.03 ; 331.00 ; 0.00 ; -0.43 ; 9.30 ; 9.31 ; 0.05 ; -0.12 ; 0.08 ; -2.66 ; 0.00 ; 85.73
8482; 80.16 ; 307.00 ; 0.12 ; -0.43 ; 9.26 ; 9.27 ; 0.06 ; -0.11 ; 0.08 ; -2.67 ; -0.73 ; 86.03
8608; 97.42 ; 343.00 ; 0.12 ; -0.47 ; 9.14 ; 9.15 ; 0.06 ; -0.11 ; 0.08 ; -2.95 ; -0.74 ; 85.01
8734; 81.06 ; 315.00 ; 0.04 ; -0.51 ; 9.18 ; 9.19 ; 0.05 ; -0.11 ; 0.08 ; -3.18 ; -0.24 ; 85.23
8860; 86.33 ; 334.00 ; 0.00 ; -0.47 ; 9.18 ; 9.19 ; 0.06 ; -0.11 ; 0.08 ; -2.94 ; 0.00 ; 85.16
8988; 93.39 ; 345.00 ; 0.08 ; -0.51 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.08 ; -3.13 ; -0.48 ; 85.86
9115; 97.45 ; 334.00 ; 0.08 ; -0.43 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -2.66 ; -0.48 ; 86.99
9241; 98.03 ; 318.00 ; 0.00 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -3.14 ; 0.00 ; 87.82
9367; 84.07 ; 354.00 ; 0.04 ; -0.55 ; 9.26 ; 9.27 ; 0.05 ; -0.11 ; 0.08 ; -3.39 ; -0.24 ; 88.02
9493; 79.29 ; 319.00 ; -0.04 ; -0.55 ; 9.22 ; 9.23 ; 0.06 ; -0.11 ; 0.08 ; -3.41 ; 0.24 ; 88.30
9622; 86.23 ; 325.00 ; 0.08 ; -0.47 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; 0.08 ; -2.92 ; -0.49 ; 87.59
9748; 75.96 ; 358.00 ; 0.16 ; -0.59 ; 9.30 ; 9.32 ; 0.06 ; -0.11 ; 0.08 ; -3.62 ; -0.96 ; 86.82
9873; 78.20 ; 324.00 ; 0.08 ; -0.55 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -3.38 ; -0.48 ; 87.55
9998; 89.34 ; 362.00 ; 0.08 ; -0.47 ; 9.18 ; 9.19 ; 0.06 ; -0.11 ; 0.08 ; -2.94 ; -0.49 ; 88.64
10124; 92.04 ; 340.00 ; 0.04 ; -0.51 ; 9.26 ; 9.27 ; 0.06 ; -0.11 ; 0.08 ; -3.15 ; -0.24 ; 87.51
10254; 93.62 ; 343.00 ; 0.00 ; -0.39 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.08 ; -2.40 ; 0.00 ; 87.90
10380; 87.25 ; 362.00 ; 0.08 ; -0.43 ; 9.49 ; 9.50 ; 0.06 ; -0.11 ; 0.08 ; -2.60 ; -0.47 ; 87.09
10506; 105.07 ; 371.00 ; 0.04 ; -0.43 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.08 ; -2.65 ; -0.24 ; 88.53
10633; 76.90 ; 329.00 ; 0.04 ; -0.51 ; 9.18 ; 9.19 ; 0.06 ; -0.11 ; 0.08 ; -3.18 ; -0.24 ; 89.59
10758; 78.73 ; 362.00 ; 0.04 ; -0.55 ; 9.41 ; 9.43 ; 0.06 ; -0.11 ; 0.09 ; -3.34 ; -0.24 ; 89.10
10887; 86.38 ; 347.00 ; 0.12 ; -0.59 ; 9.34 ; 9.36 ; 0.06 ; -0.11 ; 0.08 ; -3.61 ; -0.72 ; 88.84
11013; 93.64 ; 306.00 ; 0.04 ; -0.47 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.08 ; -2.89 ; -0.24 ; 88.56
11139; 91.02 ; 325.00 ; 0.04 ; -0.47 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -2.90 ; -0.24 ; 89.58
11265; 91.89 ; 314.00 ; 0.08 ; -0.47 ; 9.22 ; 9.23 ; 0.06 ; -0.11 ; 0.08 ; -2.92 ; -0.49 ; 89.19
11392; 73.87 ; 301.00 ; 0.00 ; -0.63 ; 9.41 ; 9.44 ; 0.05 ; -0.11 ; 0.08 ; -3.81 ; 0.00 ; 89.00
11515; 74.53 ; 309.00 ; 0.20 ; -0.43 ; 9.26 ; 9.27 ; 0.05 ; -0.11 ; 0.08 ; -2.67 ; -1.21 ; 88.42
11644; 88.17 ; 299.00 ; 0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.06 ; -0.11 ; 0.08 ; -2.87 ; -0.24 ; 90.60
11770; 93.88 ; 292.00 ; 0.04 ; -0.47 ; 9.45 ; 9.47 ; 0.06 ; -0.11 ; 0.08 ; -2.85 ; -0.24 ; 90.11
11896; 83.88 ; 317.00 ; 0.04 ; -0.51 ; 9.26 ; 9.27 ; 0.06 ; -0.11 ; 0.08 ; -3.15 ; -0.24 ; 90.11
12022; 81.71 ; 287.00 ; 0.00 ; -0.55 ; 9.38 ; 9.39 ; 0.06 ; -0.11 ; 0.08 ; -3.35 ; 0.00 ; 91.49
12147; 75.09 ; 322.00 ; 0.08 ; -0.43 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.08 ; -2.65 ; -0.48 ; 90.71
12276; 69.48 ; 309.00 ; 0.00 ; -0.47 ; 9.41 ; 9.43 ; 0.05 ; -0.11 ; 0.09 ; -2.86 ; 0.00 ; 92.59
12400; 62.89 ; 315.00 ; 0.04 ; -0.35 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; 0.09 ; -2.19 ; -0.24 ; 93.27
12525; 57.79 ; 302.00 ; -0.04 ; -0.51 ; 9.14 ; 9.15 ; 0.06 ; -0.11 ; 0.09 ; -3.19 ; 0.25 ; 92.51
12649; 50.80 ; 338.00 ; 0.08 ; -0.43 ; 9.18 ; 9.19 ; 0.06 ; -0.11 ; 0.09 ; -2.69 ; -0.49 ; 91.29
12773; 45.95 ; 312.00 ; 0.12 ; -0.47 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.08 ; -2.89 ; -0.72 ; 90.83
12900; 73.36 ; 336.00 ; 0.00 ; -0.47 ; 9.34 ; 9.35 ; 0.06 ; -0.11 ; 0.09 ; -2.89 ; 0.00 ; 92.09
13025; 32.78 ; 317.00 ; 0.00 ; -0.55 ; 9.38 ; 9.39 ; 0.06 ; -0.11 ; 0.09 ; -3.35 ; 0.00 ; 92.14
13147; 25.48 ; 324.00 ; 0.00 ; -0.47 ; 9.22 ; 9.23 ; 0.06 ; -0.11 ; 0.09 ; -2.92 ; 0.00 ; 90.54
13268; 19.36 ; 337.00 ; 0.00 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.08 ; -3.14 ; 0.00 ; 91.57
13390; 12.82 ; 345.00 ; -0.24 ; -1.41 ; 7.73 ; 7.86 ; 0.06 ; -0.11 ; 0.09 ; -10.36 ; 1.72 ; 94.52
13515; 12.67 ; 314.00 ; -1.26 ; -1.33 ; 7.85 ; 8.06 ; -0.32 ; -0.10 ; -0.10 ; -9.65 ; 8.96 ; 104.47
13637; 14.71 ; 311.00 ; 0.12 ; -0.71 ; 9.45 ; 9.48 ; 0.06 ; -0.10 ; -0.10 ; -4.27 ; -0.71 ; 89.32
13758; 16.75 ; 331.00 ; 0.04 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -2.65 ; -0.24 ; 88.47
13880; 18.79 ; 345.00 ; 0.20 ; -0.55 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; -0.10 ; -3.35 ; -1.20 ; 87.37
14003; 20.42 ; 332.00 ; 0.08 ; -0.55 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.10 ; -3.38 ; -0.48 ; 87.60
14128; 22.46 ; 323.00 ; 0.08 ; -0.43 ; 9.34 ; 9.31 ; 0.05 ; -0.10 ; -0.10 ; -2.65 ; -0.48 ; 86.94
14249; 24.57 ; 345.00 ; 0.08 ; -0.51 ; 9.26 ; 9.27 ; 0.05 ; -0.10 ; -0.10 ; -3.15 ; -0.48 ; 84.94
14371; 27.10 ; 334.00 ; 0.00 ; -0.47 ; 9.18 ; 9.19 ; 0.05 ; -0.10 ; -0.10 ; -2.94 ; 0.00 ; 85.09
14494; 29.50 ; 314.00 ; 0.00 ; -0.43 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.10 ; -2.66 ; 0.00 ; 85.05
14616; 31.23 ; 323.00 ; 0.08 ; -0.43 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.10 ; -2.66 ; -0.48 ; 83.28
14742; 34.10 ; 334.00 ; 0.00 ; -0.35 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.10 ; -2.17 ; 0.00 ; 84.09
14864; 36.60 ; 318.00 ; -0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.10 ; -3.14 ; 0.24 ; 83.64
14988; 39.92 ; 346.00 ; 0.04 ; -0.59 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -3.61 ; -0.24 ; 82.79
15111; 85.58 ; 308.00 ; 0.08 ; -0.43 ; 9.30 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -2.66 ; -0.48 ; 79.61
15237; 85.58 ; 337.00 ; -0.08 ; -0.55 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.10 ; -3.41 ; 0.49 ; 83.20
15366; 95.75 ; 334.00 ; 0.00 ; -0.59 ; 9.26 ; 9.28 ; 0.05 ; -0.10 ; -0.10 ; -3.64 ; 0.00 ; 81.95
15492; 57.26 ; 297.00 ; 0.08 ; -0.47 ; 9.18 ; 9.19 ; 0.05 ; -0.10 ; -0.10 ; -2.94 ; -0.49 ; 79.88
15616; 48.38 ; 316.00 ; 0.16 ; -0.55 ; 9.30 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -3.38 ; -0.97 ; 78.43
15739; 51.29 ; 315.00 ; 0.08 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -3.37 ; -0.48 ; 76.57
15863; 53.74 ; 297.00 ; 0.08 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; -0.10 ; -2.87 ; -0.48 ; 75.13
15987; 55.80 ; 329.00 ; -0.04 ; -0.43 ; 9.34 ; 9.35 ; 0.04 ; -0.09 ; -0.28 ; -2.65 ; 0.24 ; 76.22
16114; 57.82 ; 308.00 ; 0.20 ; -0.63 ; 9.26 ; 9.28 ; 0.06 ; -0.12 ; 0.11 ; -3.88 ; -1.21 ; 74.07
16239; 58.45 ; 319.00 ; 0.04 ; -0.55 ; 9.22 ; 9.23 ; 0.06 ; -0.13 ; 0.26 ; -3.41 ; -0.24 ; 78.15
16363; 60.49 ; 295.00 ; 0.16 ; -0.47 ; 9.22 ; 9.23 ; 0.06 ; -0.13 ; 0.26 ; -2.92 ; -0.97 ; 76.20
16488; 61.90 ; 322.00 ; 0.08 ; -0.43 ; 9.38 ; 9.39 ; 0.06 ; -0.13 ; 0.26 ; -2.64 ; -0.48 ; 76.89
16612; 63.55 ; 295.00 ; 0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.06 ; -0.13 ; 0.26 ; -2.87 ; -0.24 ; 76.88
16740; 66.30 ; 314.00 ; -0.04 ; -0.51 ; 9.34 ; 9.35 ; 0.06 ; -0.12 ; 0.26 ; -3.13 ; 0.24 ; 81.52
16865; 67.02 ; 339.00 ; 0.08 ; -0.59 ; 9.34 ; 9.31 ; 0.06 ; -0.13 ; 0.26 ; -3.61 ; -0.48 ; 80.09
16989; 68.96 ; 332.00 ; 0.04 ; -0.63 ; 9.22 ; 9.24 ; 0.06 ; -0.13 ; 0.26 ; -3.89 ; -0.24 ; 81.89
17114; 71.76 ; 339.00 ; 0.04 ; -0.55 ; 9.22 ; 9.23 ; 0.06 ; -0.12 ; 0.26 ; -3.41 ; -0.24 ; 83.50
17239; 73.34 ; 324.00 ; 0.04 ; -0.43 ; 9.14 ; 9.15 ; 0.06 ; -0.13 ; 0.26 ; -2.70 ; -0.25 ; 82.11
17368; 74.52 ; 335.00 ; 0.04 ; -0.43 ; 9.30 ; 9.27 ; 0.06 ; -0.12 ; 0.26 ; -2.66 ; -0.24 ; 85.62
17492; 76.30 ; 309.00 ; -0.08 ; -0.55 ; 9.38 ; 9.39 ; 0.06 ; -0.13 ; 0.26 ; -3.35 ; 0.48 ; 87.82
17617; 80.07 ; 314.00 ; -0.08 ; -0.47 ; 9.38 ; 9.39 ; 0.06 ; -0.13 ; 0.26 ; -2.87 ; 0.48 ; 88.25
17743; 80.28 ; 312.00 ; 0.00 ; -0.35 ; 9.26 ; 9.26 ; 0.06 ; -0.12 ; 0.26 ; -2.18 ; 0.00 ; 89.48
17868; 83.49 ; 293.00 ; 0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.13 ; 0.26 ; -3.14 ; -0.24 ; 90.10
17997; 81.86 ; 299.00 ; 0.04 ; -0.55 ; 9.26 ; 9.27 ; 0.06 ; -0.13 ; 0.26 ; -3.39 ; -0.24 ; 92.12
18123; 74.43 ; 285.00 ; -0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.06 ; -0.13 ; 0.26 ; -2.87 ; 0.24 ; 92.39
18248; 86.89 ; 270.00 ; 0.08 ; -0.43 ; 9.26 ; 9.27 ; 0.06 ; -0.12 ; 0.26 ; -2.67 ; -0.49 ; 92.76
18374; 91.72 ; 288.00 ; 0.08 ; -0.59 ; 9.45 ; 9.47 ; 0.06 ; -0.12 ; 0.26 ; -3.56 ; -0.47 ; 93.23
18500; 92.13 ; 258.00 ; 0.04 ; -0.31 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.26 ; -1.92 ; -0.24 ; 97.32
18629; 81.81 ; 257.00 ; 0.04 ; -0.55 ; 9.34 ; 9.35 ; 0.06 ; -0.12 ; 0.26 ; -3.37 ; -0.24 ; 97.15
18927; 84.05 ; 272.00 ; 0.04 ; -0.59 ; 9.49 ; 9.51 ; 0.06 ; -0.13 ; 0.26 ; -3.55 ; -0.24 ; 99.10
19053; 94.47 ; 293.00 ; 0.08 ; -0.39 ; 9.26 ; 9.27 ; 0.07 ; -0.12 ; 0.25 ; -2.43 ; -0.49 ; 100.17
19180; 83.95 ; 266.00 ; 0.12 ; -0.51 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; -0.00 ; -3.13 ; -0.72 ; 100.16
19306; 96.45 ; 289.00 ; 0.04 ; -0.59 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; -0.01 ; -3.61 ; -0.24 ; 100.33
19435; 84.68 ; 298.00 ; 0.12 ; -0.55 ; 9.14 ; 9.16 ; 0.05 ; -0.10 ; -0.05 ; -3.44 ; -0.74 ; 100.18
19561; 100.95 ; 284.00 ; 0.04 ; -0.59 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.10 ; -3.61 ; -0.24 ; 98.99
19688; 66.00 ; 284.00 ; 0.08 ; -0.35 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.05 ; -2.17 ; -0.48 ; 100.06
19813; 102.43 ; 300.00 ; 0.00 ; -0.47 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.05 ; -2.92 ; 0.00 ; 98.64
19940; 96.07 ; 272.00 ; 0.12 ; -0.51 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.04 ; -3.17 ; -0.73 ; 96.98
20069; 95.75 ; 271.00 ; 0.08 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.06 ; -3.37 ; -0.48 ; 97.37
20196; 92.64 ; 298.00 ; 0.08 ; -0.63 ; 9.34 ; 9.36 ; 0.05 ; -0.10 ; -0.08 ; -3.85 ; -0.48 ; 97.45
20322; 84.38 ; 289.00 ; 0.04 ; -0.55 ; 9.10 ; 9.12 ; 0.05 ; -0.10 ; -0.09 ; -3.45 ; -0.25 ; 96.62
20448; 85.58 ; 284.00 ; 0.04 ; -0.47 ; 9.30 ; 9.32 ; 0.05 ; -0.10 ; -0.08 ; -2.90 ; -0.24 ; 96.99
20574; 98.30 ; 314.00 ; 0.20 ; -0.51 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.08 ; -3.14 ; -1.21 ; 93.54
20701; 80.94 ; 287.00 ; 0.00 ; -0.47 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.09 ; -2.92 ; 0.00 ; 96.07
20829; 87.69 ; 290.00 ; 0.12 ; -0.55 ; 9.34 ; 9.35 ; 0.05 ; -0.10 ; -0.04 ; -3.37 ; -0.72 ; 92.85
20955; 95.49 ; 324.00 ; 0.04 ; -0.71 ; 9.26 ; 9.28 ; 0.05 ; -0.11 ; 0.04 ; -4.36 ; -0.24 ; 94.41
21081; 83.65 ; 305.00 ; 0.12 ; -0.78 ; 9.34 ; 9.37 ; 0.05 ; -0.11 ; 0.03 ; -4.80 ; -0.72 ; 92.79
21207; 76.61 ; 323.00 ; 0.04 ; -0.63 ; 9.30 ; 9.32 ; 0.05 ; -0.10 ; -0.07 ; -3.86 ; -0.24 ; 94.46
21332; 98.30 ; 337.00 ; -0.04 ; -0.35 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.06 ; -2.17 ; 0.24 ; 95.59
21462; 89.32 ; 335.00 ; 0.12 ; -0.63 ; 9.38 ; 9.40 ; 0.05 ; -0.10 ; -0.12 ; -3.83 ; -0.72 ; 92.31
21587; 90.58 ; 323.00 ; 0.00 ; -0.71 ; 9.18 ; 9.21 ; 0.05 ; -0.09 ; -0.14 ; -4.40 ; 0.00 ; 93.40
21713; 85.02 ; 364.00 ; 0.04 ; -0.47 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.08 ; -2.87 ; -0.24 ; 90.63
21839; 85.80 ; 329.00 ; -0.08 ; -0.31 ; 9.26 ; 9.26 ; 0.06 ; -0.11 ; 0.12 ; -1.94 ; 0.49 ; 91.42
21965; 89.22 ; 355.00 ; 0.16 ; -0.35 ; 9.26 ; 9.27 ; 0.05 ; -0.11 ; 0.04 ; -2.18 ; -0.97 ; 89.33
22094; 89.68 ; 365.00 ; 0.16 ; -0.59 ; 9.34 ; 9.36 ; 0.06 ; -0.11 ; 0.04 ; -3.61 ; -0.96 ; 89.93
22220; 94.07 ; 350.00 ; 0.08 ; -0.31 ; 9.26 ; 9.35 ; 0.06 ; -0.11 ; 0.06 ; -1.94 ; -0.49 ; 89.67
22347; 93.10 ; 334.00 ; -0.04 ; -0.35 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.02 ; -2.17 ; 0.24 ; 92.49
22473; 88.20 ; 367.00 ; -0.04 ; -0.51 ; 9.26 ; 9.27 ; 0.06 ; -0.11 ; 0.02 ; -3.15 ; 0.24 ; 89.90
22599; 93.66 ; 331.00 ; 0.00 ; -0.27 ; 9.26 ; 9.26 ; 0.06 ; -0.11 ; 0.16 ; -1.70 ; 0.00 ; 92.68
22728; 91.77 ; 324.00 ; 0.00 ; -0.39 ; 9.30 ; 9.30 ; 0.06 ; -0.12 ; 0.22 ; -2.42 ; 0.00 ; 91.07
22854; 95.80 ; 356.00 ; 0.04 ; -0.51 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; 0.06 ; -3.17 ; -0.24 ; 90.63
22981; 96.72 ; 351.00 ; 0.00 ; -0.35 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.06 ; -2.17 ; 0.00 ; 91.66
23107; 101.43 ; 329.00 ; -0.08 ; 0.04 ; 9.41 ; 9.41 ; 0.06 ; -0.12 ; 0.17 ; 0.24 ; 0.48 ; 92.69
23234; 83.97 ; 369.00 ; -0.08 ; -0.08 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.07 ; -0.48 ; 0.48 ; 93.84
23363; 86.37 ; 367.00 ; 0.16 ; -0.31 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.05 ; -1.93 ; -0.97 ; 90.44
23489; 74.99 ; 328.00 ; 0.12 ; -0.51 ; 9.41 ; 9.43 ; 0.06 ; -0.12 ; 0.16 ; -3.10 ; -0.72 ; 90.35
23614; 88.10 ; 363.00 ; 0.08 ; -0.43 ; 9.30 ; 9.31 ; 0.06 ; -0.12 ; 0.16 ; -2.66 ; -0.48 ; 92.40
23740; 93.66 ; 338.00 ; 0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.12 ; 0.15 ; -3.14 ; -0.24 ; 93.41
23866; 81.91 ; 345.00 ; -0.04 ; -0.27 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.29 ; -1.68 ; 0.24 ; 95.51
24150; 101.46 ; 341.00 ; 0.20 ; -0.63 ; 9.22 ; 9.24 ; 0.06 ; -0.10 ; 0.01 ; -3.89 ; -1.22 ; 94.81
24276; 96.24 ; 332.00 ; 0.12 ; -0.51 ; 9.18 ; 9.19 ; 0.05 ; -0.10 ; -0.05 ; -3.18 ; -0.73 ; 95.02
24403; 97.69 ; 365.00 ; 0.12 ; -0.39 ; 9.26 ; 9.27 ; 0.05 ; -0.11 ; 0.05 ; -2.43 ; -0.73 ; 95.36
24529; 78.75 ; 330.00 ; 0.08 ; -0.31 ; 9.30 ; 9.30 ; 0.06 ; -0.11 ; -0.00 ; -1.93 ; -0.48 ; 95.81
24655; 98.44 ; 344.00 ; 0.08 ; -0.59 ; 9.38 ; 9.39 ; 0.05 ; -0.10 ; 0.04 ; -3.59 ; -0.48 ; 96.70
24781; 80.24 ; 355.00 ; 0.04 ; -0.51 ; 9.30 ; 9.31 ; 0.06 ; -0.11 ; 0.06 ; -3.14 ; -0.24 ; 96.07
24910; 92.42 ; 345.00 ; 0.04 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.12 ; 0.06 ; -2.65 ; -0.24 ; 96.29
25036; 78.65 ; 340.00 ; 0.08 ; -0.39 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.04 ; -2.41 ; -0.48 ; 95.44
25162; 89.56 ; 364.00 ; 0.08 ; -0.47 ; 9.22 ; 9.23 ; 0.05 ; -0.11 ; -0.03 ; -2.92 ; -0.49 ; 93.51
25288; 93.69 ; 330.00 ; 0.04 ; -0.51 ; 9.41 ; 9.43 ; 0.06 ; -0.11 ; -0.03 ; -3.10 ; -0.24 ; 95.56
25414; 98.71 ; 352.00 ; 0.08 ; -0.43 ; 9.22 ; 9.23 ; 0.05 ; -0.10 ; -0.00 ; -2.68 ; -0.49 ; 93.52
25544; 88.30 ; 361.00 ; 0.04 ; -0.31 ; 9.38 ; 9.22 ; 0.06 ; -0.11 ; 0.12 ; -1.92 ; -0.24 ; 95.35
25670; 95.29 ; 353.00 ; 0.08 ; -0.16 ; 9.30 ; 9.30 ; 0.06 ; -0.12 ; 0.15 ; -0.97 ; -0.48 ; 94.49
25797; 84.17 ; 335.00 ; 0.04 ; -0.35 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.03 ; -2.17 ; -0.24 ; 94.11
25923; 75.84 ; 366.00 ; 0.08 ; -0.67 ; 9.30 ; 9.32 ; 0.06 ; -0.11 ; 0.06 ; -4.10 ; -0.48 ; 95.02
26048; 97.21 ; 331.00 ; -0.04 ; -0.67 ; 9.41 ; 9.44 ; 0.06 ; -0.11 ; 0.11 ; -4.05 ; 0.24 ; 96.72
26177; 101.85 ; 328.00 ; 0.16 ; -0.98 ; 9.34 ; 9.39 ; 0.06 ; -0.13 ; 0.62 ; -6.00 ; -0.96 ; 93.05
